school,homepage,name,areas
Oregon State University,http://eecs.oregonstate.edu/people/jander-albrecht,Albrecht Jander,
University of Western Australia,http://uwa.edu.au/people/cara.macnish,Cara K. MacNish,
University of Tartu,http://www.ut.ee/en/reimo-palm,Reimo Palm,
Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/ThomasKuehne,Thomas Kühne,
University of Bristol,http://www.google.com/search?q=Steve%20Gregory%20University%20of%20Bristol&btnI,Steve Gregory,
University of Southern California,http://www-bcf.usc.edu/~breichar/,Ben Reichardt,"[""act""]"
UNSW,http://www.google.com/search?q=Haseeb%20Bokhari%20UNSW&btnI,Haseeb Bokhari,"[""da""]"
DIKU,http://www.diku.dk/~mthorup/,Mikkel Thorup,"[""metrics"",""act"",""comm"",""mod""]"
Pennsylvania State University,http://www.cse.psu.edu/~buu1/,Bhuvan Urgaonkar,"[""metrics"",""hpc"",""ir"",""arch"",""ops""]"
University of Cambridge,https://www.cl.cam.ac.uk/research/dtg/www/people/ijw24,Ian Wassell,
University of Alberta,http://www.google.com/search?q=Janelle%20Harms%20University%20of%20Alberta&btnI,Janelle Harms,
University of Nevada,https://www.cse.unr.edu/~mgunes/,Mehmet Hadi Gunes,"[""comm""]"
University of Washington,http://homes.cs.washington.edu/~yejin/,Yejin Choi,"[""ai"",""nlp"",""ir"",""vision""]"
University of Michigan,http://web.eecs.umich.edu/~gessl/,Georg Essl,"[""ai"",""graph"",""chi""]"
University of California - Irvine,https://www.ics.uci.edu/~eppstein/,David Arthur Eppstein,
Imperial College London,http://www.imperial.ac.uk/people/t.field,Anthony J. Field,
Tel Aviv University,http://www.cs.tau.ac.il/~roded/,Roded Sharan,"[""bio"",""mlmining""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~mason/,Matthew T. Mason,"[""robotics""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~srini/,Srinivasan Seshan,"[""ops"",""mobile"",""robotics"",""metrics"",""comm"",""mod""]"
University of Michigan,https://www.eecs.umich.edu/eecs/etc/fac/EECSfaculty.html?uniqname=lingjia,Lingjia Tang,"[""hpc"",""arch"",""plan"",""ops""]"
Dartmouth College,http://www.google.com/search?q=Robert%20L.%20Drysdale%20III%20Dartmouth%20College&btnI,Robert L. Drysdale III,
Princeton University,https://www.cs.princeton.edu/people/profile/dpd,David P. Dobkin,"[""graph"",""vision""]"
Australian National University,https://cecs.anu.edu.au/people/wen-zhang,Wen Zhang 0002,
University of California - Santa Cruz,https://users.soe.ucsc.edu/~pang/,Alex Pang,
Drexel University,http://drexel.edu/cci/contact/Faculty/Shokoufandeh-Ali/,Ali Shokoufandeh,"[""robotics"",""vision""]"
University of Sydney,http://sydney.edu.au/engineering/people/kalina.yacef.php,Kalina Yacef,"[""ai""]"
Rutgers University,https://www.cs.rutgers.edu/~kulikows/,Casimir A. Kulikowski,"[""vision""]"
Michigan State University,https://www.cse.msu.edu/~mutka/,Matt W. Mutka,"[""robotics"",""comm""]"
CUNY,http://www.sci.brooklyn.cuny.edu/~kopec/,Danny Kopec,
RWTH Aachen,https://www.lii.rwth-aachen.de/en/mitarbeiter/13-mitarbeiter/professoren/22-prof-dr-schweitzer.html,Pascal Schweitzer,"[""act""]"
Monash University,http://monash.edu/research/explore/en/persons/caddie-gao(35c7d8e4-7fd7-411c-a388-6ae007aa8187).html,Shijia Gao,
Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567692,Cynthia E. Irvine,"[""sec""]"
Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/dcb.html,David C. Brown,"[""ai""]"
University of Adelaide,https://digital.library.adelaide.edu.au/dspace/handle/2440/22348,Bradley James Alexander,"[""robotics""]"
University of California - Irvine,http://www.ics.uci.edu/~dutt/,Nikil D. Dutt,"[""da""]"
University of Delaware,https://www.eecis.udel.edu/~yu/,Jingyi Yu,"[""graph"",""vision""]"
New York University,http://cs.nyu.edu/shasha/,Dennis Shasha,
University of Michigan,http://web.eecs.umich.edu/~mazum/,Pinaki Mazumder,"[""da""]"
University of Texas - Austin,https://www.cs.utexas.edu/~miranker/,Daniel P. Miranker,"[""bio"",""ir""]"
Purdue University,https://www.cs.purdue.edu/people/seh,Susanne E. Hambrusch,
University of Michigan,http://web.eecs.umich.edu/~imarkov/,Igor L. Markov,"[""ai"",""da""]"
University of Pennsylvania,http://www.cis.upenn.edu/~ccb/,Chris Callison-Burch,"[""nlp""]"
Aarhus University,http://users-birc.au.dk/cstorm/,Christian Nørgaard Storm Pedersen,
University of California - Davis,http://faculty.engineering.ucdavis.edu/max/,Nelson L. Max,
Naval Postgraduate School,http://faculty.nps.edu/cjdarken/,Christian J. Darken,
University of Michigan,http://web.eecs.umich.edu/~honglak/,Honglak Lee,"[""ai"",""nlp"",""robotics"",""vision"",""mlmining""]"
University of Pennsylvania,http://www.cis.upenn.edu/~jean/home.html,Jean H. Gallier,"[""vision""]"
University of Delaware,https://www.eecis.udel.edu/~clause/,James Clause,"[""soft""]"
University of Toronto,https://en.wikipedia.org/wiki/Derek_Corneil,Derek Gordon Corneil,
Ecole Normale Superieure,http://www.di.ens.fr/~jv/,Jean Vuillemin,
Rutgers University,https://www.cs.rutgers.edu/~dnm/,Dimitris N. Metaxas,"[""ai"",""graph"",""robotics"",""vision"",""mlmining""]"
Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/DaleCarnegie,Dale Anthony Carnegie,"[""robotics""]"
New York University,http://engineering.nyu.edu/people/yi-jen-chiang,Yi-Jen Chiang,
University of British Columbia,https://www.cs.ubc.ca/people/mike-feeley,Michael J. Feeley,"[""hpc"",""metrics"",""ops""]"
Drexel University,https://www.cs.drexel.edu/~jpopyack/,Jeffrey Popyack,
University of Oxford,https://www.cs.ox.ac.uk/people/michael.spivey/,Mike Spivey,
University of Edinburgh,http://homepages.inf.ed.ac.uk/amos/,Amos J. Storkey,"[""ai"",""mlmining""]"
North Carolina State University,http://www4.ncsu.edu/~rhee/,Injong Rhee,"[""mobile"",""metrics"",""comm"",""chi""]"
Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~dshahaf/,Dafna Shahaf,"[""ai"",""ir"",""mlmining""]"
University of Calgary,http://ruhe.cpsc.ucalgary.ca/,Guenther Ruhe,"[""chi""]"
Oregon State University,http://eecs.oregonstate.edu/people/magana-mario,Mario Edgardo Magaña,
Northwestern University,http://www.cs.northwestern.edu/~pardo/,Bryan Pardo,"[""ai""]"
University of Cambridge,http://www.cl.cam.ac.uk/~tgg22/,Timothy Griffin,"[""metrics"",""comm""]"
DIKU,http://image.diku.dk/sporring/,Jon Sporring,
University of British Columbia,https://www.cs.ubc.ca/~rtholmes/,Reid Holmes,"[""soft""]"
University of Western Australia,http://uwa.edu.au/people/wei.liu,Wei Vivian Liu,
University of Toronto,http://www.cs.toronto.edu/~bogdan/,Bogdan Simion,"[""ops""]"
University of Tartu,http://www.ut.ee/en/heiki-jaan-kaalep,Heiki-Jaan Kaalep,
Dartmouth College,http://www.cs.dartmouth.edu/~qliu/,Qiang Liu,"[""mobile"",""nlp"",""ai"",""comm"",""mlmining""]"
Colorado State University,http://www.cs.colostate.edu/~asa/,Asa Ben-Hur,"[""mlmining""]"
University of California - Berkeley,http://www.cs.berkeley.edu/~istoica,Ion Stoica,"[""ops"",""mobile"",""mlmining"",""metrics"",""comm"",""mod""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~fp/,Frank Pfenning,"[""robotics"",""sec"",""plan"",""log""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~ron/,Ron Kimmel,"[""graph"",""vision""]"
Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~sara/,Sara Shurin,
Stanford University,http://web.stanford.edu/~rrwill/,R. Ryan Williams,
Drexel University,https://www.cs.drexel.edu/~jjohnson/,Jeremy Johnson,
Colorado State University,http://www.cs.colostate.edu/~cathie/,Catherine Olschanowsky,"[""hpc""]"
University of Utah,http://www.google.com/search?q=Craig%20Caldwell%20University%20of%20Utah&btnI,Craig Caldwell,
Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=280,Gregory J. E. Rawlins,
Auburn University,http://www.eng.auburn.edu/~weishinn/,Wei-Shinn Ku,"[""mod""]"
Australian National University,https://cecs.anu.edu.au/people/fiona-j-beck,Fiona J. Beck,
Carnegie Mellon University,https://www.cs.cmu.edu/~mblum/,Manuel Blum,"[""ai"",""chi"",""robotics"",""crypt"",""mlmining""]"
University of Waterloo,https://cs.uwaterloo.ca/~paforsyt/,Peter A. Forsyth,
University of Athens,https://www.researchgate.net/profile/Antonis_Paschalis,Antonis M. Paschalis,"[""da""]"
University of Calgary,http://www.cpsc.ucalgary.ca/~woelfel/,Philipp Woelfel,"[""act""]"
Rochester Institute of Technology,http://igm.rit.edu/~jabics/,Al Biles,
University of Kansas,http://www.eecs.ku.edu/people/faculty,Reza Ahmadi,
Oregon State University,http://eecs.oregonstate.edu/people/johnston-matthew,Matthew Johnston,"[""comm""]"
University of Minnesota,http://umn.edu/home/janardan,Ravi Janardan,"[""robotics"",""mlmining""]"
Australian National University,http://users.cecs.anu.edu.au/~briandoa/,Brian D. O. Anderson,"[""mobile"",""robotics"",""comm""]"
Rutgers University,http://www.cs.rutgers.edu/~schliep/,Alexander Schliep,"[""bio""]"
VU Amsterdam,http://www.cs.vu.nl/~heringa/,Jaap Heringa,"[""hpc"",""bio""]"
Indiana University,http://www.cs.indiana.edu/~plale/,Beth Plale,"[""hpc""]"
Australian National University,https://cs.anu.edu.au/people/tom-gedeon,Tamás D. Gedeon,
University of Waterloo,https://cs.uwaterloo.ca/~trefler/,Richard J. Trefler,"[""log""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~sssykim/,Seyoung Kim,"[""bio"",""mlmining""]"
Stony Brook University,http://www3.cs.stonybrook.edu/~has/,Hansen Andrew Schwartz,"[""nlp""]"
University of South Florida,http://aivi.cse.usf.edu/~goldgof/,Dmitry Goldgof,
Simon Fraser University,https://www.cs.sfu.ca/~mark/,Mark Samuel Drew,"[""vision""]"
University of Oxford,http://lucacardelli.name/indexme.html,Luca Cardelli,"[""plan""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/jmoore/,Johanna D. Moore,"[""ai"",""nlp""]"
Massachusetts Institute of Technology,http://www.bostonretinalimplant.org/assets/Uploads/JohnWyattCV.pdf,John L. Wyatt,
Oregon State University,http://web.engr.oregonstate.edu/~xfern/,Xiaoli Z. Fern,"[""ai"",""nlp"",""chi"",""mlmining""]"
TU Munich,https://wwwcg.in.tum.de/group/persons/westermann.html,Rainer Westermann,
University of California - Riverside,http://www.cs.ucr.edu/~mart/,Mart Molle,"[""comm""]"
University of Queensland,http://researchers.uq.edu.au/researcher/211,Ian J. Hayes,
University of Central Florida,http://www.google.com/search?q=Avelino%20J.%20Gonzalez%20University%20of%20Central%20Florida&btnI,Avelino J. Gonzalez,
Ecole Normale Superieure,http://www.di.ens.fr/~lelarge/,Marc Lelarge,"[""metrics"",""mlmining"",""comm"",""act""]"
University of Tartu,http://www.ut.ee/en/kadri-muischnek,Kadri Muischnek,
University of Kansas,http://www.google.com/search?q=James%20Rowland%20University%20of%20Kansas&btnI,James Rowland,"[""mobile""]"
Polytechnic University of Catalonia,https://www.researchgate.net/profile/Jose_Barcelo-Ordinas,José M. Barceló,
Columbia University,https://www.cs.columbia.edu/~nieh/,Jason Nieh,"[""ops"",""mobile"",""ir"",""metrics"",""comm"",""sec"",""arch""]"
Indiana University,http://www.cs.indiana.edu/~rrnewton/homepage.html,Ryan R. Newton,"[""plan""]"
DIKU,http://www.diku.dk/english/staff/?pure=en/persons/160232,Jørgen P. Bansler,
Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~dwb/,Dietmar Berwanger,
University of Texas - Dallas,http://www.utdallas.edu/~sizheng/,Si-Qing Zheng,"[""comm""]"
University of North Carolina,http://www.cs.unc.edu/~fuchs/,Henry Fuchs,"[""graph"",""vision""]"
University of Warsaw,http://www.google.com/search?q=Pawel%20Urzyczyn%20University%20of%20Warsaw&btnI,Pawel Urzyczyn,
University of Connecticut,http://www.engr.uconn.edu/~ldm/,Laurent Michel,
Washington State University,http://www.eecs.wsu.edu/~jdelgado/,José G. Delgado-Frias,
Pennsylvania State University,http://www.cse.psu.edu/~vxn9/,Vijaykrishnan Narayanan,"[""arch"",""da""]"
University of California - Davis,http://faculty.engineering.ucdavis.edu/farrens/,Matthew K. Farrens,"[""hpc"",""arch""]"
Oregon State University,http://eecs.oregonstate.edu/people/temes-gabor,Gabor C. Temes,
Princeton University,http://reducio.princeton.edu/cm/ogt,Olga G. Troyanskaya,"[""bio"",""mlmining""]"
University of Toronto,http://www.cs.toronto.edu/~bianca/,Bianca Schroeder,"[""hpc"",""metrics"",""comm"",""arch""]"
Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567701,James Bret Michael,
McGill University,http://www.cim.mcgill.ca/~dudek/,Gregory Dudek,"[""ai"",""robotics""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~garth/,Garth A. Gibson,"[""hpc"",""ai"",""mlmining"",""comm"",""ops""]"
University of California - Santa Cruz,http://officeofresearch.ucsc.edu/or/vcr-scott-brandt.html,Scott Brandt,
University of Queensland,http://researchers.uq.edu.au/researcher/2484,Olav Krause,
University of Western Australia,http://staffhome.ecm.uwa.edu.au/~00050673/,Du Q. Huynh,"[""vision""]"
University of Maryland - College Park,http://www.cs.umd.edu/~mwh/,Michael Hicks,"[""soft"",""comm"",""ir"",""sec"",""plan""]"
University of Southern California,http://iris.usc.edu/people/nevatia/,Ram Nevatia,"[""vision""]"
University of Washington,http://homes.cs.washington.edu/~yoshi/,Tadayoshi Kohno,"[""ops"",""mobile"",""chi"",""ir"",""comm"",""crypt"",""sec"",""vision""]"
Washington State University,https://vcea.wsu.edu/anjan-bose/,Anjan Bose,
Massachusetts Institute of Technology,http://meche.mit.edu/people/faculty/SBLEEB@MIT.EDU,Steven B. Leeb,
University of Adelaide,http://www.adelaide.edu.au/directory/nickolas.falkner,Nick Faulkner,
Ecole Normale Superieure de Lyon,http://www.inria.fr/institut/organisation/adjoints-au-directeur-scientifique/frederic-desprez,Frederic Desprez,
University of Michigan,http://web.eecs.umich.edu/~hero/,Alfred O. Hero III,"[""vision"",""mlmining""]"
University of Waterloo,http://cacr.uwaterloo.ca/~dstinson/,Douglas R. Stinson,
University of Pennsylvania,http://www.cis.upenn.edu/~zives/,Zachary G. Ives,"[""ir"",""mod""]"
University of Massachusetts - Lowell,http://www.cs.uml.edu/~fredm/,Fred G. Martin,
Ecole Normale Superieure de Lyon,https://www.researchgate.net/profile/Yongjun_Liao2,Yongjun Liao,
Dartmouth College,http://www.cs.dartmouth.edu/~prasad/,Prasad Jayanti,"[""act""]"
University of Nevada,https://www.cse.unr.edu/~shamik/,Shamik Sengupta,"[""comm""]"
New York University,http://cs.nyu.edu/spencer/,Joel H. Spencer,
Imperial College London,http://www.doc.ic.ac.uk/~alessio/,Alessio R. Lomuscio,
University of Calgary,https://www.genealogy.math.ndsu.nodak.edu/id.php?id=72259,Marianne Sheelagh Therese Carpendale,
University College London,http://www0.cs.ucl.ac.uk/people/D.Clark.html,David Clark,"[""soft""]"
University of Athens,https://yanniss.github.io/,Yannis Smaragdakis,"[""soft"",""arch"",""plan"",""ops""]"
University of Michigan,http://web.eecs.umich.edu/~qstout/,Quentin F. Stout,"[""hpc""]"
Massachusetts Institute of Technology,http://people.csail.mit.edu/saman/,Saman P. Amarasinghe,"[""ops"",""graph"",""sec"",""plan"",""hpc"",""arch""]"
Ecole Normale Superieure,http://www.di.ens.fr/~vergnaud/,Damien Vergnaud,"[""crypt"",""sec""]"
University of Buffalo,https://blue.cse.buffalo.edu/people/gwa/,Geoffrey Werner Challen,"[""mobile""]"
University of California - Riverside,http://research.ucr.edu/vcr.aspx,Michael J. Pazzani,"[""mlmining"",""ir"",""mod""]"
Rutgers University,http://www.cs.rutgers.edu/~badri/,Badri Nath,"[""mobile""]"
Columbia University,http://www.cs.columbia.edu/~allison/,Allison Bishop,"[""crypt""]"
Vanderbilt University,http://engineering.vanderbilt.edu/bio/mitchell-wilkes,D. Mitchell Wilkes,
Arizona State University,http://www.public.asu.edu/~hdavulcu/,Hasan Davulcu,"[""ai"",""mlmining"",""mod""]"
University of Massachusetts - Lowell,http://www.alumni.uml.edu/s/1355/lowell/nophoto.aspx?sid=1355&gid=4&pgid=1157,Patrick D. Krolak,
University of Zurich,http://www.ifi.uzh.ch/zpac/people/chat.html,Chat Wacharamanotham,"[""chi""]"
University of Washington,https://homes.cs.washington.edu/~suciu/,Dan Suciu,"[""mobile"",""mlmining"",""ir"",""log"",""mod""]"
University of Minnesota,http://www-users.cs.umn.edu/~terveen/,Loren G. Terveen,"[""chi"",""ir""]"
Monash University,http://www.google.com/search?q=Sid%20Ray%20Monash%20University&btnI,Sid Ray,
University of North Carolina,http://cs.unc.edu/people/gregory-f-welch/,Gregory F. Welch,
Australian National University,https://cecs.anu.edu.au/people/xiaolei-hou,Xiaolei Hou,"[""robotics""]"
University of Calgary,http://algorithmicbotany.org/,Przemyslaw Prusinkiewicz,"[""graph""]"
University of Otago,http://www.cs.otago.ac.nz/staffpriv/hzy/,Zhiyi Huang 0001,"[""hpc"",""comm""]"
Cornell University,http://www.cs.cornell.edu/ken/,Ken Birman,"[""metrics"",""comm"",""ops""]"
University of Waterloo,https://cs.uwaterloo.ca/~glabahn/,George Labahn,
UNSW,http://www.google.com/search?q=Xin%20Cao%20UNSW&btnI,Xin Cao,"[""ai"",""ir"",""mod""]"
Stony Brook University,http://www.google.com/search?q=Robert%20F.%20Kelly%20Stony%20Brook%20University&btnI,Robert F. Kelly,
University of Queensland,http://www.itee.uq.edu.au/sse/our-people,Paul A. Bailes,
University of Colorado Boulder,http://shaunkane.info/,Shaun K. Kane,"[""chi""]"
University of Illinois at Urbana-Champaign,http://www.math.uiuc.edu/~hirani/,Anil N. Hirani,"[""graph"",""act""]"
University of Massachusetts - Amherst,https://www.cics.umass.edu/faculty/directory/towsley_donald,Don Towsley,"[""metrics"",""comm"",""mlmining""]"
EPFL,https://people.epfl.ch/edouard.bugnion,Edouard Bugnion,"[""arch"",""ops""]"
TU Dresden,http://www.google.com/search?q=Klaus%20Kabitzsch%20TU%20Dresden&btnI,Klaus Kabitzsch,
Massachusetts Institute of Technology,http://www.mit.edu/~vinodv/,Vinod Vaikuntanathan,"[""hpc"",""crypt"",""arch"",""act""]"
University of Western Australia,http://www.ecm.uwa.edu.au/contact/profiles?type=profile&dn=cn%3DJianxin%20Li%2Cou%3DSchool%20of%20Computer%20Science%20and%20Software%20Engineering%2Cou%3DFaculty%20of%20Engineering%5C2C%20Computing%20and%20Mathematics%2Cou%3DFaculties%2Co%3DThe%20University%20of%20Western%20Australia,Jianxin Li,"[""ai""]"
University of Kentucky,http://www.cs.uky.edu/~jurek/,Jerzy W. Jaromczyk,
University of Michigan,http://web.eecs.umich.edu/~twenisch/,Thomas F. Wenisch,"[""ops"",""arch"",""mod""]"
Brown University,http://cs.brown.edu/~mlittman/,Michael L. Littman,"[""ai"",""chi"",""robotics"",""mlmining""]"
University of Luxembourg,http://wwwen.uni.lu/snt/people/juergen_sachau,Juergen Sachau,
University of Colorado Boulder,https://www.cs.colorado.edu/~jrblack/,John Black,"[""crypt"",""sec"",""ops""]"
Aarhus University,http://pure.au.dk/portal/en/persons/kurt-jensen(40695a62-b356-4d94-b437-4db0be203bdc).html,Kurt Jensen,
University College London,http://www0.cs.ucl.ac.uk/people/M.Betcke.html,Marta M. Betcke,
Rochester Institute of Technology,https://www.cs.rit.edu/~cmh/,Christopher M. Homan,"[""act""]"
NJIT,https://web.njit.edu/~wangj/,Jason T. L. Wang,
